advising_requisite_code	core_literature_requirement	course_catalog_text	course_code	course_code_number	course_code_prefix	course_code_sanitized	course_fees	course_title	default_credit_hours	division_code	fee_type	fixed_variable_credit	max_credit_hours	min_credit_hourse
EDU421	Y	Analysis of current curricular issues; examination of research and practice in methods of teaching in content areas and instructional sessions for students with and without disabilities. Field experience required. Prerequisite: senior standing and full approval for secondary education program. Materials fee.	EDU  421                      	421	EDU	EDU-421	0	NATURAL SCI & MATH:METHDS & CURRIC	4	UG	Y	F	4	4
EDU428	Y	Historical/theoretical analysis of developmental language and learning disabilities; identification determination; research-based interventions and strategies to help students with LDs in grades PreK�8 access general curriculum and achieve full potential. Field experience required. Prerequisites: senior standing and full approval for special education program.  Materials fee.	EDU  428                      	428	EDU	EDU-428	0	LANGUAGE AND LEARNING DISABILITIES	2	UG	Y	F	2	2
EDU438	NULL	Considers behavioral theory and practical means of working with learners with and without disabilities in early childhood classroom settings. Prerequisite: taken concurrently with Education Methods.	EDU  438                      	438	EDU	EDU-438	0	CLASSROOM MANAGEMENT:EARLY CHDHOOD	2	UG	NULL	F	2	2
EDU439	NULL	Considers behavioral theory and practical means of working with learners with and without disabilities in middle school and secondary classroom settings. Prerequisite: taken concurrently with Education Methods.	EDU  439                      	439	EDU	EDU-439	0	CLASSROOM MANAGEMENT:MIDDLE/SECDRY	2	UG	NULL	F	2	2
EDU440	Y	Methods, curriculum and evaluation of health, science and physical education for early childhood major. Field experience required. Prerequisites: senior standing and full approval for teacher education program. Materials fee.	EDU  440                      	440	EDU	EDU-440	0	EDU METHODS: EARLY CHILDHOOD	2	UG	Y	F	2	2
EDU442	NULL	Methods curriculum and evaluation of social studies for early childhood major. Field experience required. Prerequisites: senior standing and full approval for teacher education program. Materials fee.	EDU  442                      	442	EDU	EDU-442	0	EDU METHODS: EARLY CHILDHOOD	2	UG	NULL	F	2	2
EDU448	NULL	Considers behavioral theory and practical means of working with learners with and without disabilities in elementary classroom settings. Prerequisite: taken concurrently with Education Methods.	EDU  448                      	448	EDU	EDU-448	0	CLASSROOM MANAGEMENT:ELEMENTARY	2	UG	NULL	F	2	2
EDU450	Y	Methods curriculum and evaluation of health, science and physical education for elementary and special education. Field experience required. Prerequisites: senior standing and full approval for teacher education program. Materials fee.	EDU  450                      	450	EDU	EDU-450	0	EDU METHODS:ELEMENTARY EDUCATION	2	UG	Y	F	2	2
EDU452	NULL	Methods curriculum and evaluation of social studies for special education and elementary education majors. Field experience required. Prerequisites: senior standing and full approval for teacher education program. Materials fee.	EDU  452                      	452	EDU	EDU-452	0	EDU METHODS:ELEMENTARY EDUCATION	2	UG	NULL	F	2	2
EDU479	Y	Students are placed in grade 1 or 2 for Practicum I and in PreK or kindergarten for Practicum II. At least one practicum must include children with disabilities. Materials fee.	EDU  479                      	479	EDU	EDU-479	0	EARLY CHILDHOOD PRACTICUM I	6	UG	Y	V	8	6
EDU479	Y	Students are placed in grade 1 or 2 for Practicum I and in PreK or kindergarten for Practicum II. At least one practicum must include children with disabilities. Materials fee.	EDU  479                      	479	EDU	EDU-479	0	EARLY CHILDHOOD PRACTICUM I	6	UG	Y	V	8	6
EDU480	Y	Students are placed in grade 1 or 2 for Practicum I and in PreK or kindergarten for Practicum II. At least one practicum must include children with disabilities. Materials fee.	EDU  480                      	480	EDU	EDU-480	0	EARLY CHILDHOOD PRACTICUM II	6	UG	Y	V	8	6
EDU480	Y	Students are placed in grade 1 or 2 for Practicum I and in PreK or kindergarten for Practicum II. At least one practicum must include children with disabilities. Materials fee.	EDU  480                      	480	EDU	EDU-480	0	EARLY CHILDHOOD PRACTICUM II	6	UG	Y	V	8	6
EDU481	Y	Materials fee.	EDU  481                      	481	EDU	EDU-481	0	ELEMENTARY SCHOOL PRACTICUM	12	UG	Y	V	16	6
EDU481	Y	Materials fee.	EDU  481                      	481	EDU	EDU-481	0	ELEMENTARY SCHOOL PRACTICUM	12	UG	Y	V	16	6
EDU482	Y	PreK�8 or 5�12. Materials fee.	EDU  482                      	482	EDU	EDU-482	0	SPECIAL EDUCATION PRACTICUM	8	UG	Y	V	16	5
EDU482	Y	PreK�8 or 5�12. Materials fee.	EDU  482                      	482	EDU	EDU-482	0	SPECIAL EDUCATION PRACTICUM	8	UG	Y	V	16	5
EDU483	Y	Materials fee.	EDU  483                      	483	EDU	EDU-483	0	PRACTICUM IN MIDDLE SCHOOL MATH	12	UG	Y	V	16	8
EDU483	Y	Materials fee.	EDU  483                      	483	EDU	EDU-483	0	PRACTICUM IN MIDDLE SCHOOL MATH	12	UG	Y	V	16	8
EDU484	Y	Materials fee.	EDU  484                      	484	EDU	EDU-484	0	PRACTICUM SECONDARY MATH/NAT SCIEN	12	UG	Y	V	16	8
EDU484	Y	Materials fee.	EDU  484                      	484	EDU	EDU-484	0	PRACTICUM SECONDARY MATH/NAT SCIEN	12	UG	Y	V	16	8
EDU485	Y	Materials fee.	EDU  485                      	485	EDU	EDU-485	0	ELEMENTARY SCHOOL ART PRACTICUM	12	UG	Y	V	16	12
EDU485	Y	Materials fee.	EDU  485                      	485	EDU	EDU-485	0	ELEMENTARY SCHOOL ART PRACTICUM	12	UG	Y	V	16	12
EDU486	NULL	NULL	EDU  486                      	486	EDU	EDU-486	0	PRACTICUM IN THE HUMANITIES	12	UG	NULL	V	16	8
EDU486	NULL	NULL	EDU  486                      	486	EDU	EDU-486	0	PRACTICUM IN THE HUMANITIES	12	UG	NULL	V	16	8
EDU641	NULL	NULL	EDU  641                      	641	EDU	EDU-641	0	SHELTERED ENGLISH IMMERSION	3	GE	NULL	V	3	1
EDU641	NULL	NULL	EDU  641                      	641	EDU	EDU-641	0	SHELTERED ENGLISH IMMERSION	3	GE	NULL	V	3	1
ENG141	NULL	Studies selected liteary works in European cultural tradition from ancient Greece through the modern period.  Fulfills core Human Person theme.	ENG  141                      	141	ENG	ENG-141	0	WESTERN LITERATURE	4	UG	NULL	F	4	4
ENG202	NULL	This introduction to studyin gliterature will focus on how narrative works, how narrative form has developed historically, and how to study narrative fiction effectively today. Completion of both ENG202 and ENG203 is a prerequisite for all 300- and 400-level literature courses.	ENG  202                      	202	ENG	ENG-202	0	POETRY AND POETICS	2	UG	NULL	F	2	2
ENG202	NULL	This introduction to studyin gliterature will focus on how narrative works, how narrative form has developed historically, and how to study narrative fiction effectively today. Completion of both ENG202 and ENG203 is a prerequisite for all 300- and 400-level literature courses.	ENG  202                      	202	ENG	ENG-202	0	POETRY AND POETICS	2	UG	NULL	F	2	2
ENG203	NULL	NULL	ENG  203                      	203	ENG	ENG-203	0	NARRATIVE & NARRATIVE THEORY	2	UG	NULL	F	2	2
ENG203	NULL	NULL	ENG  203                      	203	ENG	ENG-203	0	NARRATIVE & NARRATIVE THEORY	2	UG	NULL	F	2	2
ENG214	NULL	Traces development of British literature from Beowulf era through 18th century with focus on stylistic movement from one period of literature into next.	ENG  214                      	214	ENG	ENG-214	0	SURVEY OF BRITISH LITERATURE I	4	UG	NULL	F	4	4
ENG244	NULL	Examines breadth of American literature from Colonial times until present with particular focus on beginnings of American literature.	ENG  244                      	244	ENG	ENG-244	0	SURVEY OF AMERICAN LITERATURE	4	UG	NULL	F	4	4
ENG314	NULL	Emphasizes craft of writing fiction. Explores narrative development and creation of character. Prerequisites: ENG212 and permission of instructor.	ENG  314                      	314	ENG	ENG-314	0	CREATIVE WRITING:FICTION	4	UG	NULL	F	4	4
ENG315	NULL	Studies various periods and genres of British/American and world drama.  Prerequisites: ENG212 and permission of instructor.	ENG  315                      	315	ENG	ENG-315	0	CREATIVE WRITING:PLAYWRITING	4	UG	NULL	F	4	4
ENG345	NULL	Covers American literature from 1820 to 1865: sentimentalism, transcendentalism, realism, abolitionism, women�s writing, slave narratives, speech writing, and American novel as chief by-products of period. Prerequisite: ENG211.	ENG  345                      	345	ENG	ENG-345	0	AMERICAN ROMANTICISM	4	UG	NULL	F	4	4
ENG347	NULL	NULL	ENG  347                      	347	ENG	ENG-347	0	AFRICAN AMERICN LITERATURE	4	UG	NULL	F	4	4
ENG370	NULL	Equips students to translate academic skills into various employment contexts, identify professions in which English majors excel and articulate connections between faith and vocation. Prerequisite: Declared English major or minor or permission of instructor.	ENG  370                      	370	ENG	ENG-370	0	ENGLISH & VOCATION	2	UG	NULL	F	2	2
ENG380	NULL	Examines theory and practice in learning and reading/writing processes. Concurrent supervised tutoring experience. Prerequisite: permission of instructor.	ENG  380                      	380	ENG	ENG-380	0	TUTORING:ONE TO ONE	2	UG	NULL	F	2	2
ENG404	NULL	Studies how English has evolved, from Indo-European ancestor, through Old and Middle English to present. Texts from different periods read, looking at how grammar, vocabulary and pronunciation have changed. Possible scenarios for future of languate discussed.	ENG  404                      	404	ENG	ENG-404	0	HISTORY OF THE ENGLISH LANGUAGE	4	UG	NULL	F	4	4
ENG419	NULL	Provides personal direction and group critique of substantial individual writing project in any genre. Proposals for projects are submitted in the fall, two weeks prior to registration, for spring courses. Students assist in teaching ENG212 Introduction to Creative Writing. Prerequisites: appropriate 300-level course(s), senior standing and permission of instructor.	ENG  419                      	419	ENG	ENG-419	0	ADVANCED STUDIES CREATIVE WRITING	4	UG	NULL	F	4	4
